1608386651.0250163
0.3212482778477961,-1530
0.3105471200370731,-1507
0.2614330690069368,-1535
0.2392261713370937,-1527
0.21724879222903914,-1522
0.18982188456339846,-1522
0.13238968399121712,-1525
0.053653550619016575,-1527
-0.04450628894770908,-1551
-0.1914403763526781,-1530
-0.43663622979085803,-1535
-0.6633060929644428,-1527
-0.9836082456806943,-1512
-1.3116733322491831,-1525
-1.734672779301126,-1530
-2.1217363296170135,-1522
-2.6500080920399687,-1542
-3.298698461642238,-1540
-4.01012706066919,-1525
-4.977057187486574,-1525
-6.032446624266381,-1520
-7.180298227367004,-1540
-8.465727951344673,-1530
-10.225589834563593,-1527
-11.886585460024078,-1530
-13.667272832782634,-1525
-15.756347395954638,-1527
-17.879090317128526,-1530
-20.02223425691386,-1522
-22.235673256397032,-1522
-24.558029767595013,-1537
-27.173308826246526,-1527
-30.795955826936954,-1522
-34.28715932334016,-1530
-37.53646343292058,-1535
-40.94055776819986,-1532
-44.47174359345781,-1537
-48.45838256263684,-1527
-51.905045259381325,-1537
-54.85666773679864,-1520
-57.76056619884152,-1525
-61.951188282169866,-1535
-65.13038530192496,-1535
-66.90824038862281,-1527
-67.5590266930511,-1532
-68.00474974447619,-1542
-67.97699908920006,-1525
-67.5191056419824,-1535
-67.02431931048152,-1505
-65.94655602043187,-1527
-65.25407470478943,-1527
-63.60953774092399,-1527
-62.09241211765114,-1522
-60.311436126119354,-1535
-57.864608354750615,-1542
-55.18816326851982,-1540
-52.062308481582654,-1527
-49.179139463992705,-1535
-46.223046033323634,-1532
-43.18764347209287,-1520
-39.740127969583,-1530
-36.32882211834578,-1527
-32.990673737032836,-1522
-29.292329486572505,-1522
-25.60350518927669,-1522
-21.38957166758048,-1535
-17.166793154432693,-1530
-12.371415061004448,-1535
-7.830484749058181,-1515
-2.373899517556195,-1520
3.3787176063818087,-1522
7.962508758947288,-1520
12.260708692949638,-1532
16.169887355676487,-1527
19.686989594380755,-1527
23.039311846619007,-1537
25.132614350318693,-1522
25.83120315011651,-1530
26.167517400146114,-1525
26.951817852404062,-1530
27.392340625010643,-1527
27.574351830997866,-1525
27.44049759074761,-1527
26.10044436172708,-1522
24.799095573726383,-1522
23.36080306350595,-1527
22.68754693230631,-1535
21.595505469955988,-1532
20.53433771243229,-1525
19.173247130873246,-1527
17.790055395758536,-1535
16.17778519096489,-1520
14.853702053032745,-1553
13.683559488040935,-1525
12.707788328571715,-1527
11.683968962019783,-1540
10.87836605135838,-1551
9.981148587386858,-1551
9.184922270557708,-1530
8.573563127685404,-1507
8.001148197568229,-1532
7.155923799805967,-1525
6.395672280198964,-1530
5.671122443331103,-1517
4.897806615166303,-1527
4.126509647544659,-1540
3.380747748457702,-1525
2.6486787178235343,-1517
1.9996275927814597,-1527
1.3340797070561101,-1522
0.7020469663187295,-1530
0.10804152766510033,-1532
-0.5707656293834726,-1540
-1.3092662317968942,-1532
-1.9198307095218632,-1547
-2.8007773441457227,-1525
-3.565780785436088,-1551
-4.506353508945623,-1530
-5.389949858958016,-1537
-6.5456596003187375,-1522
-8.047739121717823,-1537
-9.463513907717989,-1525
-11.394004383198029,-1532
-13.965336651990361,-1507
-17.12130428385033,-1532
-19.955333795497868,-1530
-22.89497374831358,-1545
-26.672628866188745,-1507
-30.555281246322757,-1532
-34.157390988913804,-1527
-37.48959296482881,-1537
-40.428573542185575,-1537
-43.4922639805624,-1522
-46.565912552036586,-1522
-50.94408088472821,-1547
-53.60658944543952,-1535
-56.74002883871731,-1525
-58.88654590925864,-1520
-61.48475221212993,-1525
-63.96983976362706,-1510
-65.9154261348539,-1515
-66.76861990947393,-1520
-67.4854918686066,-1510
-68.16625752608407,-1532
-67.937841719578,-1510
-67.72430631882459,-1530
-66.86810387448308,-1510
-65.27747987804692,-1522
-63.464842328350635,-1522
-61.55337025828951,-1522
-59.74354930705091,-1517
-57.98970807920171,-1525
-55.02543160684865,-1530
-52.14201879737191,-1532
-49.03506236415328,-1537
-45.378108808194675,-1535
-42.02355248450696,-1540
-38.780048019517515,-1537
-34.73064539748619,-1525
-30.773642196790966,-1532
-26.838555643253276,-1535
-23.038541514923242,-1545
-19.37882808326357,-1532
-15.532378884995097,-1525
-11.65381738850187,-1537
-8.004617409059001,-1525
-2.743831622412471,-1527
1.4220614503752214,-1542
5.01764063629074,-1551
7.782068299724949,-1530
10.461477072032034,-1527
12.774727713148568,-1540
15.509929742356912,-1525
16.705677593558164,-1520
16.828106092645626,-1537
16.609925111914478,-1525
15.905809794744227,-1530
14.530760875417855,-1530
13.331821661832732,-1525
11.711983234248304,-1517
9.587675381548898,-1530
7.1910981583810685,-1532
4.885696233118084,-1525
2.2822477691876117,-1527
-0.08208603536352488,-1520
-2.9646960022585906,-1515
-5.922121669012311,-1520
-8.851593111234342,-1525
-10.843750270196985,-1512
-12.94914486632971,-1522
-14.435100906272186,-1510
-15.65939380364814,-1520
-16.64880411913686,-1512
-17.04385123394722,-1501
-17.225177870600625,-1512
-17.248939786994086,-1527
-16.67934200769677,-1532
-15.983502921161655,-1522
-14.820198678947008,-1510
-14.096547498075557,-1512
-13.276731450608654,-1535
-12.132184049027506,-1535
-11.054867826156794,-1530
-9.856084294305694,-1510
-8.728857436889678,-1507
-7.478883882496321,-1517
-6.1235625696287705,-1507
-4.786876993614563,-1512
-3.1846282374346693,-1515
-1.5315986173065645,-1517
-0.19018004771306207,-1525
0.9879902045067179,-1522
1.7849968016156441,-1522
2.591566512974949,-1530
3.128796951549681,-1527
3.280283661868729,-1517
2.9195770663691767,-1540
2.7514122554307137,-1525
2.10906199729071,-1527
1.317331211064736,-1522
0.6993190005689958,-1517
-0.19934690035993585,-1515
-1.229453747717475,-1520
-2.0446339046335624,-1515
-2.921976221874819,-1520
-3.6037208138087062,-1515
-4.1691159244587785,-1517
-4.275350292135591,-1525
-4.085503773122949,-1507
-3.550128579820612,-1517
-2.9294062047192106,-1517
-1.637320758634188,-1532
-0.18950308440657082,-1535
1.4324482608231455,-1491
3.2958101718719397,-1522
5.480614553588622,-1527
7.602392979578827,-1525
9.563850453176878,-1517
11.629761804819626,-1515
12.45166880416207,-1530
13.319391014895608,-1522
13.88929740082062,-1530
13.61952144489116,-1527
13.22392578317517,-1522
12.404505092100278,-1525
11.431324688794895,-1525
10.033320482922823,-1510
8.408820180776528,-1517
5.491511446393785,-1520
1.873284135436792,-1520
-1.8832663218168804,-1512
-5.4890640616320905,-1510
-9.057660232417806,-1512
-13.00999901859179,-1515
-17.151507894088518,-1520
-20.59414050323406,-1527
-23.467077653822557,-1535
-25.542544786285262,-1520
-26.908043607549903,-1535
-27.835971768587537,-1512
-28.75518864114244,-1520
-28.55169537538014,-1510
-27.713185259982886,-1527
-27.066587965855867,-1520
-25.858188482034013,-1525
-24.396681150510133,-1510
-22.87208550704957,-1525
-21.37522672792923,-1515
-19.611320702849117,-1525
-17.67333791049129,-1517
-15.876931965000349,-1530
-14.042573681302759,-1527
-12.16067173572324,-1520
-9.997012524601228,-1517
-7.579371289757933,-1512
-4.7971162024945935,-1527
-2.2829237797073296,-1510
0.4247136219907248,-1510
3.4611575225908493,-1512
6.63669786314891,-1525
9.647846476788144,-1525
12.166845568973098,-1512
14.476581135599169,-1522
16.680670207954893,-1527
18.35041312963058,-1520
19.4213111507624,-1532
20.03870623170965,-1527
20.29571072461885,-1522
20.452818142772035,-1507
20.75038948044118,-1522
20.014288560377153,-1520
18.672174937736994,-1537
17.160345879359852,-1522
15.324017319651281,-1512
12.894940977066527,-1510
10.611727296632289,-1520
8.523004168926047,-1535
5.965139926256997,-1525
3.319998679856694,-1527
0.10801292433583054,-1512
-3.1647126705598874,-1532
-6.508124915036527,-1517
-10.252550790808879,-1535
-13.372217004574342,-1517
-16.552479014753526,-1532
-19.51678944377597,-1520
-22.829328058752782,-1512
-26.186461835386986,-1515
-28.601271575698185,-1515
-30.267912517884643,-1527
-31.54618270665854,-1517
-31.703672723301835,-1520
-31.062261431198994,-1527
-29.988088675543143,-1527
-28.70003161036737,-1525
-26.96638790710213,-1520
-24.852849085894487,-1525
-22.686277247115072,-1522
-20.71685835758435,-1512
-19.031303260260817,-1525
-17.575313137440958,-1525
-16.201879173593795,-1530
-15.252965100066076,-1527
-14.21997694131578,-1520
-12.851996203294188,-1532
-11.311993537474782,-1517
-9.818017779172552,-1522
-8.016349440315576,-1525
-5.970783063299578,-1527
-3.652315085878281,-1522
-1.668128649960954,-1530
0.6338489507533192,-1525
3.1515253867255186,-1522
5.620134302807748,-1535
8.715505973932864,-1525
10.955700349476567,-1522
12.644073175612258,-1525
12.22001675258719,-1537
12.400961308516944,-1535
12.349263440240685,-1535
11.95481671058705,-1517
11.254705046377968,-1532
10.161242465318184,-1522
8.829745706385161,-1522
7.407108245343661,-1512
5.956160192723513,-1525
4.761747079450437,-1507
3.686924640739406,-1525
2.8238033863472123,-1510
2.120088267278752,-1522
1.666494956621582,-1540
1.3607452775467659,-1522
1.120444048286513,-1525
0.9384616777137382,-1532
0.6728965249698964,-1522
0.5386061071680075,-1530
0.6576576650866951,-1530
0.9171775559171244,-1532
1.207214266237314,-1532
1.4820337901320915,-1532
1.971359451693996,-1520
2.2418490201235164,-1515
2.447872439665551,-1525
2.5403657216069573,-1520
2.5380956662184295,-1525
2.5228829050449284,-1522
1608386668.4467154
